muni_id,municipal,owner_type,owner_ty_te,fuel,hybrid,veh_tot,dvmtmpg_vh,dvmt_mean,mpg_mean,glpday_val,year_q
178,MELROSE,1,Noncommercial,Other,0,2,1,8.1662,28.1593,0.29,2014_q2
178,MELROSE,2,Commercial,Diesel,0,41,10,32.3683,13.1418,24.63,2014_q2
178,MELROSE,2,Commercial,Flexfuel,0,46,12,53.2451,17.8575,35.78,2014_q2
178,MELROSE,2,Commercial,Gasoline,0,385,137,28.0527,17.7058,217.06,2014_q2
178,MELROSE,2,Commercial,Gasoline,1,5,2,12.6151,42.0502,0.6,2014_q2
178,MELROSE,2,Commercial,Other,0,1,0,,,,2014_q2
179,MENDON,1,Noncommercial,Diesel,0,90,31,33.3626,17.0134,60.79,2014_q2
179,MENDON,1,Noncommercial,Flexfuel,0,314,110,32.0637,16.9633,207.92,2014_q2
179,MENDON,1,Noncommercial,Gasoline,0,4331,1726,32.3483,19.9121,2803.99,2014_q2
179,MENDON,1,Noncommercial,Gasoline,1,79,28,39.9377,40.1673,27.84,2014_q2
179,MENDON,1,Noncommercial,Other,0,2,0,,,,2014_q2
179,MENDON,2,Commercial,Diesel,0,37,7,27.1501,13.2347,14.36,2014_q2
179,MENDON,2,Commercial,Flexfuel,0,30,4,39.5367,20.0694,7.88,2014_q2
179,MENDON,2,Commercial,Gasoline,0,188,67,38.3435,16.5049,155.652,2014_q2
179,MENDON,2,Commercial,Other,0,2,0,,,,2014_q2
180,MERRIMAC,1,Noncommercial,Diesel,0,69,27,46.0946,22.84,54.49,2014_q2
180,MERRIMAC,1,Noncommercial,Flexfuel,0,266,100,43.6813,17.4634,250.13,2014_q2
180,MERRIMAC,1,Noncommercial,Gasoline,0,4710,1837,37.6187,20.5996,3354.7,2014_q2
180,MERRIMAC,1,Noncommercial,Gasoline,1,78,33,44.5503,40.7134,36.11,2014_q2
180,MERRIMAC,2,Commercial,Diesel,0,8,0,,,,2014_q2
180,MERRIMAC,2,Commercial,Flexfuel,0,5,0,,,,2014_q2
180,MERRIMAC,2,Commercial,Gasoline,0,86,32,36.7404,17.1459,68.57,2014_q2
180,MERRIMAC,2,Commercial,Other,0,3,0,,,,2014_q2
181,METHUEN,1,Noncommercial,Diesel,0,278,66,28.5811,14.6479,128.78,2014_q2
181,METHUEN,1,Noncommercial,Elect,0,3,0,,,,2014_q2
181,METHUEN,1,Noncommercial,Flexfuel,0,1393,548,31.885,17.6213,991.58,2014_q2
181,METHUEN,1,Noncommercial,Gasoline,0,32825,12775,30.5179,20.4688,19046.8,2014_q2
181,METHUEN,1,Noncommercial,Gasoline,1,303,116,40.1998,37.439,124.554,2014_q2
181,METHUEN,1,Noncommercial,Other,0,4,1,5.5031,10.5829,0.52,2014_q2
181,METHUEN,2,Commercial,Diesel,0,123,10,27.5626,12.7428,21.63,2014_q2
181,METHUEN,2,Commercial,Flexfuel,0,379,156,59.0669,18.9941,485.12,2014_q2
181,METHUEN,2,Commercial,Gasoline,0,951,363,45.015,18.1184,901.87,2014_q2
181,METHUEN,2,Commercial,Gasoline,1,7,1,160.719,39.6837,4.05,2014_q2
181,METHUEN,2,Commercial,Other,0,3,0,,,,2014_q2
182,MIDDLEBOROUGH,1,Noncommercial,Diesel,0,327,98,29.5566,15.221,190.3,2014_q2
182,MIDDLEBOROUGH,1,Noncommercial,Flexfuel,0,967,375,40.0542,17.2806,869.2,2014_q2
182,MIDDLEBOROUGH,1,Noncommercial,Gasoline,0,16218,6112,35.8429,20.1122,10892.5,2014_q2
182,MIDDLEBOROUGH,1,Noncommercial,Gasoline,1,209,92,45.4738,40.6964,102.8,2014_q2
182,MIDDLEBOROUGH,1,Noncommercial,Other,0,6,0,,,,2014_q2
182,MIDDLEBOROUGH,2,Commercial,Diesel,0,82,10,36.0798,11.7869,30.61,2014_q2
182,MIDDLEBOROUGH,2,Commercial,Flexfuel,0,92,25,60.9073,15.3218,99.38,2014_q2
182,MIDDLEBOROUGH,2,Commercial,Gasoline,0,427,136,40.5968,16.7605,329.416,2014_q2
182,MIDDLEBOROUGH,2,Commercial,Gasoline,1,10,7,59.0946,42.8222,9.66,2014_q2
182,MIDDLEBOROUGH,2,Commercial,Other,0,2,0,,,,2014_q2
183,MIDDLEFIELD,1,Noncommercial,Diesel,0,23,12,29.9053,13.3804,26.82,2014_q2
183,MIDDLEFIELD,1,Noncommercial,Flexfuel,0,17,7,39.0153,15.7411,17.35,2014_q2
183,MIDDLEFIELD,1,Noncommercial,Gasoline,0,372,139,32.996,19.1597,239.38,2014_q2
183,MIDDLEFIELD,1,Noncommercial,Gasoline,1,5,1,52.5913,49.6144,1.06,2014_q2
183,MIDDLEFIELD,2,Commercial,Diesel,0,2,0,,,,2014_q2
183,MIDDLEFIELD,2,Commercial,Gasoline,0,6,2,45.5995,15.1242,6.03,2014_q2
184,MIDDLETON,1,Noncommercial,Diesel,0,67,22,35.7553,17.9675,43.78,2014_q2
184,MIDDLETON,1,Noncommercial,Flexfuel,0,320,94,35.5631,16.4006,203.83,2014_q2
184,MIDDLETON,1,Noncommercial,Gasoline,0,5719,2278,29.435,19.5432,3431,2014_q2
184,MIDDLETON,1,Noncommercial,Gasoline,1,59,19,35.9358,38.4449,17.76,2014_q2
184,MIDDLETON,2,Commercial,Diesel,0,74,17,42.1103,12.0376,59.47,2014_q2
184,MIDDLETON,2,Commercial,Flexfuel,0,63,17,45.7883,17.8943,43.5,2014_q2
184,MIDDLETON,2,Commercial,Gasoline,0,296,90,32.8506,16.461,179.61,2014_q2
184,MIDDLETON,2,Commercial,Gasoline,1,5,1,28.4036,25.3604,1.12,2014_q2
184,MIDDLETON,2,Commercial,Other,0,5,0,,,,2014_q2
185,MILFORD,1,Noncommercial,Diesel,0,154,55,36.6432,19.1776,105.09,2014_q2
185,MILFORD,1,Noncommercial,Elect,0,2,0,27.2535,,,2014_q2
185,MILFORD,1,Noncommercial,Flexfuel,0,928,385,34.0391,18.2776,717,2014_q2
185,MILFORD,1,Noncommercial,Gasoline,0,18581,7393,31.5268,20.7329,11241.9,2014_q2
185,MILFORD,1,Noncommercial,Gasoline,1,271,100,41.8639,40.6209,103.06,2014_q2
185,MILFORD,1,Noncommercial,Other,0,1,0,,,,2014_q2
185,MILFORD,2,Commercial,Diesel,0,91,14,25.8785,13.31,27.22,2014_q2
185,MILFORD,2,Commercial,Flexfuel,0,136,35,47.9661,16.4735,101.91,2014_q2
185,MILFORD,2,Commercial,Gasoline,0,1108,409,41.5996,17.5217,971.04,2014_q2
185,MILFORD,2,Commercial,Gasoline,1,8,5,41.5805,44.9033,4.63,2014_q2
185,MILFORD,2,Commercial,Other,0,3,0,,,,2014_q2
186,MILLBURY,1,Noncommercial,Diesel,0,143,54,28.5348,16.0508,96,2014_q2
186,MILLBURY,1,Noncommercial,Flexfuel,0,528,218,31.6381,17.9531,384.173,2014_q2
186,MILLBURY,1,Noncommercial,Gasoline,0,9454,3725,30.2455,20.2945,5551.48,2014_q2
186,MILLBURY,1,Noncommercial,Gasoline,1,103,36,41.3263,40.4719,36.76,2014_q2
186,MILLBURY,1,Noncommercial,Other,0,1,0,,,,2014_q2
186,MILLBURY,2,Commercial,Diesel,0,54,10,43.1951,13.7564,31.4,2014_q2
186,MILLBURY,2,Commercial,Flexfuel,0,50,21,64.7889,15.5068,87.74,2014_q2
186,MILLBURY,2,Commercial,Gasoline,0,259,88,40.4412,17.3246,205.42,2014_q2
186,MILLBURY,2,Commercial,Gasoline,1,1,0,,,,2014_q2
186,MILLBURY,2,Commercial,Other,0,2,0,,,,2014_q2
187,MILLIS,1,Noncommercial,Diesel,0,57,14,31.0776,14.5319,29.94,2014_q2
187,MILLIS,1,Noncommercial,Flexfuel,0,297,125,32.4796,17.7678,228.5,2014_q2
187,MILLIS,1,Noncommercial,Gasoline,0,5691,2302,30.7196,20.3173,3480.6,2014_q2
187,MILLIS,1,Noncommercial,Gasoline,1,127,47,34.6014,38.7483,41.97,2014_q2
187,MILLIS,1,Noncommercial,Other,0,1,0,,,,2014_q2
187,MILLIS,2,Commercial,Diesel,0,35,12,24.2206,13.1337,22.13,2014_q2
187,MILLIS,2,Commercial,Flexfuel,0,37,14,50.5802,19.0253,37.22,2014_q2
187,MILLIS,2,Commercial,Gasoline,0,183,65,28.2821,16.5377,111.16,2014_q2
187,MILLIS,2,Commercial,Other,0,1,0,,,,2014_q2
188,MILLVILLE,1,Noncommercial,Diesel,0,40,13,33.0523,14.0464,30.59,2014_q2
188,MILLVILLE,1,Noncommercial,Flexfuel,0,143,60,36.0638,18.4911,117.02,2014_q2
188,MILLVILLE,1,Noncommercial,Gasoline,0,2342,908,33.8306,19.8994,1543.67,2014_q2
188,MILLVILLE,1,Noncommercial,Gasoline,1,35,16,46.4826,38.0809,19.53,2014_q2
188,MILLVILLE,2,Commercial,Diesel,0,1,0,,,,2014_q2
188,MILLVILLE,2,Commercial,Flexfuel,0,1,0,,,,2014_q2
188,MILLVILLE,2,Commercial,Gasoline,0,18,6,20.1855,16.7746,7.22,2014_q2
189,MILTON,1,Noncommercial,Diesel,0,148,52,33.2662,21.5772,80.17,2014_q2
189,MILTON,1,Noncommercial,Elect,0,6,0,,,,2014_q2
189,MILTON,1,Noncommercial,Flexfuel,0,614,218,32.1246,17.3268,404.18,2014_q2
189,MILTON,1,Noncommercial,Gasoline,0,15998,6206,26.6314,20.1074,8219.61,2014_q2
189,MILTON,1,Noncommercial,Gasoline,1,421,159,32.2821,39.0004,131.61,2014_q2
189,MILTON,1,Noncommercial,Other,0,2,0,,,,2014_q2
189,MILTON,2,Commercial,Diesel,0,39,5,19.1036,13.5679,7.04,2014_q2
189,MILTON,2,Commercial,Flexfuel,0,59,20,41.5585,15.3778,54.05,2014_q2
189,MILTON,2,Commercial,Gasoline,0,431,158,34.3202,16.6148,326.37,2014_q2
189,MILTON,2,Commercial,Gasoline,1,12,5,35.4396,40.8291,4.34,2014_q2
189,MILTON,2,Commercial,Other,0,1,0,,,,2014_q2
190,MONROE,1,Noncommercial,Diesel,0,3,1,74.6456,12.4617,5.99,2014_q2
190,MONROE,1,Noncommercial,Flexfuel,0,5,1,62.985,14.9254,4.22,2014_q2
190,MONROE,1,Noncommercial,Gasoline,0,75,20,40.2845,19.7425,40.81,2014_q2
190,MONROE,1,Noncommercial,Gasoline,1,1,0,,,,2014_q2
190,MONROE,2,Commercial,Flexfuel,0,4,3,37.2063,15.2277,7.33,2014_q2
190,MONROE,2,Commercial,Gasoline,0,15,9,25.9242,14.4918,16.1,2014_q2
191,MONSON,1,Noncommercial,Diesel,0,205,61,32.568,17.7936,111.65,2014_q2
191,MONSON,1,Noncommercial,Flexfuel,0,374,144,38.4439,17.2303,321.29,2014_q2
191,MONSON,1,Noncommercial,Gasoline,0,6380,2458,33.361,19.7323,4155.7,2014_q2
191,MONSON,1,Noncommercial,Gasoline,1,76,28,45.4875,36.4525,34.94,2014_q2
191,MONSON,1,Noncommercial,Other,0,3,0,,,,2014_q2
191,MONSON,2,Commercial,Diesel,0,39,10,30.6842,13.9474,22,2014_q2
191,MONSON,2,Commercial,Flexfuel,0,23,6,49.4863,16.2428,18.28,2014_q2
191,MONSON,2,Commercial,Gasoline,0,135,56,34.047,15.8148,120.56,2014_q2
192,MONTAGUE,1,Noncommercial,Diesel,0,104,30,33.2878,18.9638,52.66,2014_q2
192,MONTAGUE,1,Noncommercial,Elect,0,1,0,,,,2014_q2
192,MONTAGUE,1,Noncommercial,Flexfuel,0,248,110,32.3124,17.3409,204.97,2014_q2
192,MONTAGUE,1,Noncommercial,Gasoline,0,5738,2150,30.7306,20.6232,3203.72,2014_q2
192,MONTAGUE,1,Noncommercial,Gasoline,1,137,64,46.4409,41.5811,71.48,2014_q2
192,MONTAGUE,1,Noncommercial,Other,0,1,0,,,,2014_q2
192,MONTAGUE,2,Commercial,Diesel,0,8,0,,,,2014_q2
192,MONTAGUE,2,Commercial,Flexfuel,0,11,2,44.9112,17.3738,5.17,2014_q2
192,MONTAGUE,2,Commercial,Gasoline,0,66,19,25.9149,16.9495,29.05,2014_q2
192,MONTAGUE,2,Commercial,Gasoline,1,2,0,,,,2014_q2
193,MONTEREY,1,Noncommercial,Diesel,0,23,5,35.2768,20.0665,8.79,2014_q2
193,MONTEREY,1,Noncommercial,Flexfuel,0,36,13,35.121,16.6632,27.4,2014_q2
193,MONTEREY,1,Noncommercial,Gasoline,0,729,253,31.7174,19.5143,411.213,2014_q2
193,MONTEREY,1,Noncommercial,Gasoline,1,25,11,48.2219,42.5715,12.46,2014_q2
193,MONTEREY,2,Commercial,Flexfuel,0,1,0,,,,2014_q2
193,MONTEREY,2,Commercial,Gasoline,0,12,3,14.4641,13.6026,3.19,2014_q2
194,MONTGOMERY,1,Noncommercial,Diesel,0,21,9,17.8284,16.9257,9.48,2014_q2
194,MONTGOMERY,1,Noncommercial,Flexfuel,0,41,16,30.5783,16.8708,29,2014_q2
194,MONTGOMERY,1,Noncommercial,Gasoline,0,703,294,32.0368,19.4576,484.07,2014_q2
194,MONTGOMERY,1,Noncommercial,Gasoline,1,5,2,38.3977,44.6484,1.72,2014_q2
194,MONTGOMERY,2,Commercial,Diesel,0,5,2,34.9744,12.8583,5.44,2014_q2
194,MONTGOMERY,2,Commercial,Flexfuel,0,2,2,27.2901,15.4181,3.54,2014_q2
194,MONTGOMERY,2,Commercial,Gasoline,0,28,8,34.3075,17.143,16.01,2014_q2
195,MOUNT WASHINGTON,1,Noncommercial,Diesel,0,6,2,29.7919,13.3297,4.47,2014_q2
195,MOUNT WASHINGTON,1,Noncommercial,Flexfuel,0,5,4,13.3554,15.2633,3.5,2014_q2
195,MOUNT WASHINGTON,1,Noncommercial,Gasoline,0,143,48,29.8105,18.5206,77.26,2014_q2
195,MOUNT WASHINGTON,1,Noncommercial,Gasoline,1,3,1,33.9664,49.9506,0.68,2014_q2
195,MOUNT WASHINGTON,2,Commercial,Gasoline,0,2,0,,,,2014_q2
196,NAHANT,1,Noncommercial,Diesel,0,28,6,28.6288,25.9476,6.62,2014_q2
196,NAHANT,1,Noncommercial,Elect,0,1,0,19.4783,,,2014_q2
196,NAHANT,1,Noncommercial,Flexfuel,0,92,38,33.2691,16.8004,75.25,2014_q2
196,NAHANT,1,Noncommercial,Gasoline,0,2416,966,24.8737,20.1373,1193.21,2014_q2
196,NAHANT,1,Noncommercial,Gasoline,1,97,37,27.9357,42.2575,24.46,2014_q2
196,NAHANT,2,Commercial,Diesel,0,5,1,60.3861,27.7,2.18,2014_q2
196,NAHANT,2,Commercial,Flexfuel,0,11,3,29.5106,14.9295,5.93,2014_q2
196,NAHANT,2,Commercial,Gasoline,0,77,32,26.8442,14.9994,57.27,2014_q2
196,NAHANT,2,Commercial,Gasoline,1,1,0,,,,2014_q2
197,NANTUCKET,1,Noncommercial,Diesel,0,161,44,18.8697,14.9087,55.69,2014_q2
197,NANTUCKET,1,Noncommercial,Elect,0,5,0,25.1645,,,2014_q2
197,NANTUCKET,1,Noncommercial,Flexfuel,0,546,194,17.142,16.3506,203.39,2014_q2
197,NANTUCKET,1,Noncommercial,Gasoline,0,11299,4302,14.1428,17.0247,3573.78,2014_q2
197,NANTUCKET,1,Noncommercial,Gasoline,1,144,53,15.6415,35.9029,23.09,2014_q2
197,NANTUCKET,1,Noncommercial,Other,0,3,0,,,,2014_q2
197,NANTUCKET,2,Commercial,Diesel,0,74,14,25.0322,12.7298,27.53,2014_q2
197,NANTUCKET,2,Commercial,Elect,0,1,0,30.0168,,,2014_q2
197,NANTUCKET,2,Commercial,Flexfuel,0,100,30,22.9491,16.5023,41.72,2014_q2
197,NANTUCKET,2,Commercial,Gasoline,0,994,379,16.1292,15.7835,387.302,2014_q2
197,NANTUCKET,2,Commercial,Gasoline,1,8,2,27.4517,28.1556,1.95,2014_q2
197,NANTUCKET,2,Commercial,Other,0,3,0,,,,2014_q2
198,NATICK,1,Noncommercial,Diesel,0,207,58,33.4489,23.2284,83.52,2014_q2
198,NATICK,1,Noncommercial,Elect,0,6,0,40.4958,,,2014_q2
198,NATICK,1,Noncommercial,Flexfuel,0,711,240,30.1812,17.5519,412.69,2014_q2
198,NATICK,1,Noncommercial,Gasoline,0,22226,9166,26.8241,20.8102,11814.9,2014_q2
198,NATICK,1,Noncommercial,Gasoline,1,653,245,32.7398,40.4277,198.41,2014_q2
198,NATICK,1,Noncommercial,Other,0,2,0,,,,2014_q2
198,NATICK,2,Commercial,Diesel,0,51,9,53.9618,14.1756,34.26,2014_q2
198,NATICK,2,Commercial,Flexfuel,0,164,45,46.3454,17.7735,117.34,2014_q2
198,NATICK,2,Commercial,Gasoline,0,1007,414,35.4547,19.3936,756.86,2014_q2
198,NATICK,2,Commercial,Gasoline,1,11,1,47.2194,49.7046,0.95,2014_q2
199,NEEDHAM,1,Noncommercial,Diesel,0,166,57,36.8924,23.7237,88.64,2014_q2
199,NEEDHAM,1,Noncommercial,Elect,0,11,0,18.205,,,2014_q2
199,NEEDHAM,1,Noncommercial,Flexfuel,0,543,187,28.4393,17.047,311.97,2014_q2
199,NEEDHAM,1,Noncommercial,Gasoline,0,17706,6994,25.6848,20.4058,8803.34,2014_q2
199,NEEDHAM,1,Noncommercial,Gasoline,1,755,306,31.135,37.3942,254.78,2014_q2
199,NEEDHAM,1,Noncommercial,Other,0,1,1,19.5457,13.3875,1.46,2014_q2
199,NEEDHAM,2,Commercial,Diesel,0,64,12,34.4002,12.8719,32.07,2014_q2
199,NEEDHAM,2,Commercial,Flexfuel,0,151,30,45.9059,15.6622,87.93,2014_q2
199,NEEDHAM,2,Commercial,Gasoline,0,799,263,37.5513,19.1103,516.79,2014_q2
199,NEEDHAM,2,Commercial,Gasoline,1,13,3,19.4986,43.9819,1.33,2014_q2
199,NEEDHAM,2,Commercial,Other,0,6,0,,,,2014_q2
200,NEW ASHFORD,1,Noncommercial,Diesel,0,11,4,35.6744,14.5907,9.78,2014_q2
200,NEW ASHFORD,1,Noncommercial,Flexfuel,0,15,4,35.0713,18.0315,7.78,2014_q2
200,NEW ASHFORD,1,Noncommercial,Gasoline,0,199,70,27.063,18.7621,100.97,2014_q2
200,NEW ASHFORD,1,Noncommercial,Gasoline,1,4,4,21.2918,48.6669,1.75,2014_q2
200,NEW ASHFORD,2,Commercial,Gasoline,0,3,1,20.2487,14.7801,1.37,2014_q2
201,NEW BEDFORD,1,Noncommercial,Diesel,0,331,94,28.1076,18.224,144.98,2014_q2
201,NEW BEDFORD,1,Noncommercial,Flexfuel,0,1470,533,30.057,17.4023,920.59,2014_q2
201,NEW BEDFORD,1,Noncommercial,Gasoline,0,49210,17453,27.8319,20.5643,23621,2014_q2
201,NEW BEDFORD,1,Noncommercial,Gasoline,1,372,121,42.932,37.9763,136.79,2014_q2
201,NEW BEDFORD,1,Noncommercial,Other,0,1,1,11.3321,10.5907,1.07,2014_q2
201,NEW BEDFORD,2,Commercial,Diesel,0,198,17,32.8857,13.1543,42.5,2014_q2
201,NEW BEDFORD,2,Commercial,Flexfuel,0,324,80,46.8625,17.3212,216.44,2014_q2
201,NEW BEDFORD,2,Commercial,Gasoline,0,1298,473,36.0799,17.428,979.22,2014_q2
201,NEW BEDFORD,2,Commercial,Gasoline,1,8,3,58.5348,42.8303,4.1,2014_q2
201,NEW BEDFORD,2,Commercial,Other,0,12,0,,,,2014_q2
202,NEW BRAINTREE,1,Noncommercial,Diesel,0,29,12,50.8412,14.9313,40.86,2014_q2
202,NEW BRAINTREE,1,Noncommercial,Flexfuel,0,62,20,43.9437,17.9729,48.9,2014_q2
202,NEW BRAINTREE,1,Noncommercial,Gasoline,0,778,292,35.0121,19.6017,521.564,2014_q2
202,NEW BRAINTREE,1,Noncommercial,Gasoline,1,13,5,50.5589,37.2853,6.78,2014_q2
202,NEW BRAINTREE,2,Commercial,Diesel,0,2,0,,,,2014_q2
202,NEW BRAINTREE,2,Commercial,Flexfuel,0,2,2,76.0471,14.5824,10.43,2014_q2
202,NEW BRAINTREE,2,Commercial,Gasoline,0,12,5,19.5375,17.8588,5.47,2014_q2
203,NEW MARLBOROUGH,1,Noncommercial,Diesel,0,50,14,29.5202,18.5495,22.28,2014_q2
203,NEW MARLBOROUGH,1,Noncommercial,Flexfuel,0,62,22,32.6286,16.7795,42.78,2014_q2
203,NEW MARLBOROUGH,1,Noncommercial,Gasoline,0,1258,453,28.5516,19.8249,652.403,2014_q2
203,NEW MARLBOROUGH,1,Noncommercial,Gasoline,1,23,11,43.0199,37.1735,12.73,2014_q2
203,NEW MARLBOROUGH,2,Commercial,Diesel,0,8,0,,,,2014_q2
203,NEW MARLBOROUGH,2,Commercial,Flexfuel,0,8,0,,,,2014_q2
203,NEW MARLBOROUGH,2,Commercial,Gasoline,0,42,15,26.711,15.0626,26.6,2014_q2
204,NEW SALEM,1,Noncommercial,Diesel,0,38,10,31.6868,18.5738,17.06,2014_q2
204,NEW SALEM,1,Noncommercial,Flexfuel,0,37,14,42.0829,17.0722,34.51,2014_q2
204,NEW SALEM,1,Noncommercial,Gasoline,0,814,347,35.3782,20.1938,607.92,2014_q2
204,NEW SALEM,1,Noncommercial,Gasoline,1,17,5,53.3342,45.8197,5.82,2014_q2
204,NEW SALEM,2,Commercial,Diesel,0,5,2,16.5231,13.7692,2.4,2014_q2
204,NEW SALEM,2,Commercial,Gasoline,0,6,2,23.7319,21.3801,2.22,2014_q2
204,NEW SALEM,2,Commercial,Other,0,1,0,,,,2014_q2
205,NEWBURY,1,Noncommercial,Diesel,0,118,38,38.8915,20.0744,73.62,2014_q2
205,NEWBURY,1,Noncommercial,Flexfuel,0,254,85,37.7596,17.0622,188.11,2014_q2
205,NEWBURY,1,Noncommercial,Gasoline,0,5208,1965,33.2558,19.7586,3307.31,2014_q2
205,NEWBURY,1,Noncommercial,Gasoline,1,133,43,41.6771,39.9313,44.88,2014_q2
205,NEWBURY,2,Commercial,Diesel,0,31,9,21.9044,12.5968,15.65,2014_q2
205,NEWBURY,2,Commercial,Flexfuel,0,26,5,27.1599,14.4775,9.38,2014_q2
205,NEWBURY,2,Commercial,Gasoline,0,133,49,30.8067,17.0145,88.72,2014_q2
205,NEWBURY,2,Commercial,Gasoline,1,4,0,,,,2014_q2
206,NEWBURYPORT,1,Noncommercial,Diesel,0,141,43,46.9599,27.4097,73.67,2014_q2
206,NEWBURYPORT,1,Noncommercial,Elect,0,1,0,55.3048,,,2014_q2
206,NEWBURYPORT,1,Noncommercial,Flexfuel,0,454,178,35.465,17.8075,354.5,2014_q2
206,NEWBURYPORT,1,Noncommercial,Gasoline,0,11918,4532,33.2203,20.7887,7242.12,2014_q2
206,NEWBURYPORT,1,Noncommercial,Gasoline,1,346,146,44.2932,39.8399,162.32,2014_q2
206,NEWBURYPORT,1,Noncommercial,Other,0,1,0,,,,2014_q2
206,NEWBURYPORT,2,Commercial,Diesel,0,45,12,54.4809,18.06,36.2,2014_q2
206,NEWBURYPORT,2,Commercial,Flexfuel,0,65,19,37.9583,16.8349,42.84,2014_q2
206,NEWBURYPORT,2,Commercial,Gasoline,0,429,154,35.5968,17.1992,318.73,2014_q2
206,NEWBURYPORT,2,Commercial,Gasoline,1,5,4,25.5316,33.3746,3.06,2014_q2
206,NEWBURYPORT,2,Commercial,Other,0,2,0,,,,2014_q2
207,NEWTON,1,Noncommercial,Diesel,0,483,145,32.3776,25.6416,183.091,2014_q2
207,NEWTON,1,Noncommercial,Elect,0,62,0,23.5781,,,2014_q2
207,NEWTON,1,Noncommercial,Flexfuel,0,944,315,28.7547,17.6747,512.47,2014_q2
207,NEWTON,1,Noncommercial,Gasoline,0,45405,17847,24.1315,21.0072,20501.4,2014_q2
207,NEWTON,1,Noncommercial,Gasoline,1,2565,1009,27.8465,39.555,710.331,2014_q2
207,NEWTON,1,Noncommercial,Other,0,1,0,,,,2014_q2
207,NEWTON,2,Commercial,Diesel,0,125,24,31.5921,15.1158,50.16,2014_q2
207,NEWTON,2,Commercial,Flexfuel,0,349,74,44.1776,16.7769,194.86,2014_q2
207,NEWTON,2,Commercial,Gasoline,0,2050,724,28.4067,18.3793,1119,2014_q2
207,NEWTON,2,Commercial,Gasoline,1,52,21,29.9138,41.0582,15.3,2014_q2
207,NEWTON,2,Commercial,Other,0,5,1,38.1676,17.3489,2.2,2014_q2
208,NORFOLK,1,Noncommercial,Diesel,0,105,37,31.9923,20.5328,57.65,2014_q2
208,NORFOLK,1,Noncommercial,Elect,0,3,0,67.973,,,2014_q2
208,NORFOLK,1,Noncommercial,Flexfuel,0,330,132,35.9579,16.6122,285.72,2014_q2
208,NORFOLK,1,Noncommercial,Gasoline,0,6770,2613,33.3018,20.0158,4347.44,2014_q2
208,NORFOLK,1,Noncommercial,Gasoline,1,129,44,38.2482,38.7057,43.48,2014_q2
208,NORFOLK,1,Noncommercial,Other,0,1,1,15.9532,11.6447,1.37,2014_q2
208,NORFOLK,2,Commercial,Diesel,0,66,11,58.5158,11.9642,53.8,2014_q2
208,NORFOLK,2,Commercial,Flexfuel,0,170,41,71.1269,17.313,168.44,2014_q2
208,NORFOLK,2,Commercial,Gasoline,0,324,115,47.0139,16.0452,336.96,2014_q2
208,NORFOLK,2,Commercial,Gasoline,1,2,0,,,,2014_q2
208,NORFOLK,2,Commercial,Other,0,2,0,,,,2014_q2
209,NORTH ADAMS,1,Noncommercial,Diesel,0,71,15,30.6469,16.1526,28.46,2014_q2
209,NORTH ADAMS,1,Noncommercial,Flexfuel,0,310,108,34.1664,16.904,218.29,2014_q2
209,NORTH ADAMS,1,Noncommercial,Gasoline,0,7255,2696,26.9316,20.277,3580.79,2014_q2
209,NORTH ADAMS,1,Noncommercial,Gasoline,1,72,27,37.9702,35.5354,28.85,2014_q2
209,NORTH ADAMS,2,Commercial,Diesel,0,18,0,,,,2014_q2
209,NORTH ADAMS,2,Commercial,Flexfuel,0,31,9,42.3286,13.5911,28.03,2014_q2
209,NORTH ADAMS,2,Commercial,Gasoline,0,182,61,29.9984,17.0081,107.59,2014_q2
209,NORTH ADAMS,2,Commercial,Gasoline,1,3,2,45.0917,45.3183,1.99,2014_q2
210,NORTH ANDOVER,1,Noncommercial,Diesel,0,184,67,36.7573,21.4506,114.81,2014_q2
210,NORTH ANDOVER,1,Noncommercial,Elect,0,4,0,31.3074,,,2014_q2
210,NORTH ANDOVER,1,Noncommercial,Flexfuel,0,694,228,35.1838,17.261,464.74,2014_q2
210,NORTH ANDOVER,1,Noncommercial,Gasoline,0,18510,7330,32.2155,20.6004,11462.8,2014_q2
210,NORTH ANDOVER,1,Noncommercial,Gasoline,1,360,144,39.5603,40.2137,141.66,2014_q2
210,NORTH ANDOVER,1,Noncommercial,Other,0,2,0,,,,2014_q2
210,NORTH ANDOVER,2,Commercial,Diesel,0,77,10,54.7877,14.8075,37,2014_q2
210,NORTH ANDOVER,2,Commercial,Flexfuel,0,82,26,50.9026,14.5821,90.76,2014_q2
210,NORTH ANDOVER,2,Commercial,Gasoline,0,627,240,35.4248,16.874,503.85,2014_q2
210,NORTH ANDOVER,2,Commercial,Gasoline,1,17,9,68.5023,38.0803,16.19,2014_q2
210,NORTH ANDOVER,2,Commercial,Other,0,1,0,,,,2014_q2
211,NORTH ATTLEBOROUGH,1,Noncommercial,Diesel,0,197,67,29.7732,16.9166,117.92,2014_q2
211,NORTH ATTLEBOROUGH,1,Noncommercial,Elect,0,1,0,21.762,,,2014_q2
211,NORTH ATTLEBOROUGH,1,Noncommercial,Flexfuel,0,980,335,35.2038,18.1198,650.85,2014_q2
211,NORTH ATTLEBOROUGH,1,Noncommercial,Gasoline,0,19813,7638,32.5047,20.5991,12052.5,2014_q2
211,NORTH ATTLEBOROUGH,1,Noncommercial,Gasoline,1,275,94,39.9234,40.2748,93.18,2014_q2
